,mileage,manufacturer,fuel,gear,offer_type,price,hp,age_of_car,place_of_origin,price_category_userdef
17268,10,Skoda,Gasoline,Manual,Pre-registered,16580,95.0,0,others,Moderate
17269,10,other,Gasoline,Manual,Pre-registered,16650,117.0,0,others,Moderate
17270,10,Skoda,Gasoline,Manual,Pre-registered,16680,95.0,0,others,Moderate
17271,90,SEAT,Gasoline,Manual,Pre-registered,16770,95.0,0,others,Moderate
17272,10,Skoda,Gasoline,Manual,Pre-registered,16780,95.0,0,others,Moderate
17273,15,other,Electric/Gasoline,Manual,Pre-registered,16780,69.0,0,others,Moderate
17274,25,Ford,Gasoline,Manual,Pre-registered,16790,95.0,0,others,Moderate
17275,75,SEAT,Gasoline,Manual,Pre-registered,16790,95.0,0,others,Moderate
17276,110000,BMW,Diesel,Automatic,Used,14300,143.0,9,Germany,Moderate
17277,121216,other,Diesel,Automatic,Used,14352,241.0,9,others,Moderate
17278,191750,other,Diesel,Automatic,Used,14500,215.0,9,others,Moderate
17279,174743,Volkswagen,Diesel,Automatic,Used,14500,170.0,9,Germany,Moderate
17280,108261,Ford,Diesel,Manual,Used,14840,125.0,9,others,Moderate
17281,99715,Mercedes-Benz,Diesel,Automatic,Used,14900,170.0,9,Germany,Moderate
17282,61728,SEAT,Diesel,Automatic,Used,14985,140.0,9,others,Moderate
17283,196934,Mercedes-Benz,Diesel,Automatic,Used,14999,265.0,9,Germany,Moderate
17284,119000,Volkswagen,Diesel,Automatic,Used,15000,170.0,9,Germany,Moderate
17285,54267,Mercedes-Benz,Gasoline,Manual,Used,15200,156.0,9,Germany,Moderate
17286,94800,Volkswagen,Gasoline,Manual,Used,15299,360.0,9,Germany,Moderate
17287,69980,Audi,Diesel,Automatic,Used,15399,177.0,9,Germany,Moderate
17288,56200,Audi,Gasoline,Manual,Used,15495,170.0,9,Germany,Moderate
17289,110861,BMW,Gasoline,Automatic,Used,15499,170.0,9,Germany,Moderate
17290,185000,Audi,Gasoline,Manual,Used,15500,170.0,9,Germany,Moderate
17291,150500,Mercedes-Benz,Diesel,Automatic,Used,15799,170.0,9,Germany,Moderate
17292,171999,Volkswagen,Diesel,Manual,Used,15885,102.0,9,Germany,Moderate
17293,158250,Audi,Diesel,Automatic,Used,15900,245.0,9,Germany,Moderate
17294,225000,Audi,Diesel,Automatic,Used,18600,313.0,8,Germany,Moderate
17295,96000,Volkswagen,Diesel,Manual,Used,18950,136.0,8,Germany,Moderate
17296,224220,Audi,Gasoline,Automatic,Used,18975,224.0,8,Germany,Moderate
17297,135930,Mercedes-Benz,Diesel,Automatic,Used,18990,204.0,8,Germany,Moderate
17298,13500,Mercedes-Benz,Gasoline,Manual,Used,18999,184.0,8,Germany,Moderate
17299,33500,Mercedes-Benz,Gasoline,Manual,Used,18999,184.0,8,Germany,Moderate
17300,71000,Mercedes-Benz,Gasoline,Automatic,Used,18999,184.0,8,Germany,Moderate
17301,53400,Mercedes-Benz,Diesel,Automatic,Used,19395,170.0,8,Germany,Moderate
17302,85000,Audi,Gasoline,Automatic,Used,19500,170.0,8,Germany,Moderate
17303,39100,BMW,Gasoline,Manual,Used,19900,184.0,8,Germany,Moderate
17312,111400,other,Diesel,Manual,Used,13950,150.0,7,others,Moderate
17313,87777,SEAT,Diesel,Manual,Used,13990,184.0,7,others,Moderate
17314,96430,other,Diesel,Manual,Used,13990,136.0,7,others,Moderate
17315,85335,Ford,Gasoline,Manual,Used,13990,150.0,7,others,Moderate
17316,40000,Mercedes-Benz,Diesel,Automatic,Used,13990,136.0,7,Germany,Moderate
17317,22569,other,Gasoline,Automatic,Used,13999,120.0,7,others,Moderate
17318,56000,other,Gasoline,Automatic,Used,13999,147.0,7,others,Moderate
17319,42000,other,Gasoline,Manual,Used,14000,141.0,7,others,Moderate
17320,107000,other,Diesel,Manual,Used,14250,150.0,7,others,Moderate
17321,83000,Mercedes-Benz,Diesel,Automatic,Used,14399,170.0,7,Germany,Moderate
17322,68812,Ford,Gasoline,Manual,Used,14450,150.0,7,others,Moderate
17323,56500,other,Diesel,Manual,Used,14490,150.0,7,others,Moderate
17324,42800,BMW,Electric,Automatic,Used,14550,102.0,7,Germany,Moderate
17325,47610,Opel,Electric,Automatic,Used,14600,151.0,7,Germany,Moderate
17326,166000,Mercedes-Benz,Diesel,Manual,Used,14600,170.0,7,Germany,Moderate
17327,34211,Audi,Gasoline,Manual,Used,14821,122.0,7,Germany,Moderate
17328,61777,Volkswagen,Gasoline,Manual,Used,14840,150.0,7,Germany,Moderate
17329,64844,Volkswagen,Gasoline,Manual,Used,14900,150.0,7,Germany,Moderate
17330,76150,Skoda,Gasoline,Manual,Used,13751,150.0,6,others,Moderate
17331,52860,Skoda,Diesel,Manual,Used,13780,110.0,6,others,Moderate
17332,91400,other,Diesel,Manual,Used,13790,143.0,6,others,Moderate
17333,107900,Volkswagen,Diesel,Automatic,Used,13790,150.0,6,Germany,Moderate
17334,149800,Audi,Diesel,Automatic,Used,13795,150.0,6,Germany,Moderate
17335,96000,Volkswagen,Diesel,Manual,Used,13850,150.0,6,Germany,Moderate
17336,84683,Skoda,Diesel,Automatic,Used,13860,140.0,6,others,Moderate
17337,190000,other,Diesel,Manual,Used,13880,181.0,6,others,Moderate
17338,64430,SEAT,Diesel,Manual,Used,13900,110.0,6,others,Moderate
17339,28888,other,Gasoline,Manual,Used,13900,125.0,6,others,Moderate
17340,67000,Volkswagen,Gasoline,Automatic,Used,13900,122.0,6,Germany,Moderate
17341,56200,other,Gasoline,Automatic,Used,13900,147.0,6,others,Moderate
17342,42918,Volkswagen,Gasoline,Manual,Used,13900,110.0,6,Germany,Moderate
17343,99500,Volkswagen,Diesel,Automatic,Used,13949,110.0,6,Germany,Moderate
17344,62967,Opel,Diesel,Manual,Used,13970,136.0,6,Germany,Moderate
17345,85095,Volkswagen,Gasoline,Manual,Used,13970,125.0,6,Germany,Moderate
17346,15500,other,Electric,Automatic,Used,13980,109.0,6,others,Moderate
17347,98250,BMW,Diesel,Manual,Used,13980,184.0,6,Germany,Moderate
17348,53632,Hyundai,Gasoline,Manual,Used,13989,135.0,6,others,Moderate
17349,42800,Mercedes-Benz,Gasoline,Manual,Used,13990,122.0,6,Germany,Moderate
17350,91251,Skoda,Gasoline,Manual,Used,11850,110.0,5,others,Moderate
17351,123205,Opel,Diesel,Manual,Used,11880,90.0,5,Germany,Moderate
17352,67600,other,Gasoline,Manual,Used,11890,140.0,5,others,Moderate
17353,47500,Skoda,Gasoline,Manual,Used,11890,110.0,5,others,Moderate
17354,120991,Mercedes-Benz,Diesel,Manual,Used,11890,109.0,5,Germany,Moderate
17355,18173,other,Gasoline,Automatic,Used,11900,90.0,5,others,Moderate
17356,35000,other,Electric/Gasoline,Automatic,Used,11900,75.0,5,others,Moderate
17357,36825,Skoda,Gasoline,Manual,Used,11900,90.0,5,others,Moderate
17358,160000,Ford,Diesel,Manual,Used,11900,150.0,5,others,Moderate
17359,39850,Skoda,Gasoline,Manual,Used,11912,90.0,5,others,Moderate
17360,40747,Volkswagen,Gasoline,Manual,Used,11930,90.0,5,Germany,Moderate
17361,75374,Skoda,Diesel,Manual,Used,11950,110.0,5,others,Moderate
17362,42254,other,Gasoline,Manual,Used,11970,116.0,5,others,Moderate
17363,67399,Hyundai,Gasoline,Manual,Used,11980,135.0,5,others,Moderate
17364,64000,Opel,Diesel,Manual,Used,11990,110.0,5,Germany,Moderate
17365,17900,Skoda,Gasoline,Manual,Used,11990,75.0,5,others,Moderate
17366,142000,Volkswagen,Diesel,Automatic,Used,11990,110.0,5,Germany,Moderate
17367,119483,Ford,Diesel,Manual,Used,11990,150.0,5,others,Moderate
17368,53445,Ford,Gasoline,Manual,Used,11990,101.0,5,others,Moderate
17369,78500,Renault,Gasoline,Manual,Used,11990,131.0,5,others,Moderate
17370,67927,Volkswagen,Gasoline,Manual,Used,10995,90.0,4,Germany,Moderate
17371,54584,Volkswagen,Gasoline,Manual,Used,10995,90.0,4,Germany,Moderate
17372,72980,Volkswagen,Gasoline,Manual,Used,10995,90.0,4,Germany,Moderate
17373,74588,Volkswagen,Gasoline,Manual,Used,10995,90.0,4,Germany,Moderate
17374,24852,other,Gasoline,Manual,Used,10999,116.0,4,others,Moderate
17375,71608,other,Diesel,Manual,Used,10999,99.0,4,others,Moderate
17376,87373,other,Diesel,Manual,Used,10999,99.0,4,others,Moderate
17377,35464,other,Diesel,Manual,Used,11000,99.0,4,others,Moderate
17378,58033,other,Diesel,Manual,Used,11299,99.0,4,others,Moderate
17379,73000,Opel,Gasoline,Manual,Used,11300,125.0,4,Germany,Moderate
17380,152227,Volkswagen,Diesel,Manual,Used,11334,102.0,4,Germany,Moderate
17381,30000,Ford,Gasoline,Manual,Used,11399,101.0,4,others,Moderate
17382,71820,Volkswagen,Gasoline,Manual,Used,11430,90.0,4,Germany,Moderate
17383,29869,Ford,Diesel,Manual,Used,11440,75.0,4,others,Moderate
17384,32272,other,Gasoline,Manual,Used,11450,150.0,4,others,Moderate
17385,43893,other,Gasoline,Manual,Used,11470,116.0,4,others,Moderate
17386,30178,Skoda,Gasoline,Manual,Used,11480,110.0,4,others,Moderate
17387,45900,other,Gasoline,Manual,Used,11480,116.0,4,others,Moderate
17388,193895,Skoda,Diesel,Manual,Used,11250,116.0,3,others,Moderate
17389,21000,Opel,Gasoline,Manual,Used,11270,90.0,3,Germany,Moderate
17390,5160,Opel,Gasoline,Manual,Used,11280,90.0,3,Germany,Moderate
17391,29901,other,Gasoline,Manual,Used,11400,110.0,3,others,Moderate
17392,52000,other,Diesel,Manual,Used,11450,120.0,3,others,Moderate
17393,18495,Ford,Gasoline,Manual,Used,11450,86.0,3,others,Moderate
17394,5250,Opel,Gasoline,Manual,Used,11470,90.0,3,Germany,Moderate
17395,18930,other,Gasoline,Manual,Used,11485,72.0,3,others,Moderate
17396,31843,Ford,Gasoline,Manual,Used,11490,71.0,3,others,Moderate
17397,138000,other,Diesel,Automatic,Used,11490,120.0,3,others,Moderate
17398,18963,Opel,Gasoline,Manual,Used,11490,90.0,3,Germany,Moderate
17399,15796,Opel,Gasoline,Manual,Used,11490,87.0,3,Germany,Moderate
17400,19986,Ford,Gasoline,Manual,Used,11490,125.0,3,others,Moderate
17401,13222,other,Gasoline,Manual,Used,11500,111.0,3,others,Moderate
17402,2300,other,Gasoline,Manual,Used,11590,90.0,3,others,Moderate
17403,14745,other,Gasoline,Manual,Used,11590,84.0,3,others,Moderate
17404,5100,Hyundai,Gasoline,Manual,Used,11655,99.0,3,others,Moderate
17405,29384,other,Gasoline,Manual,Used,11690,82.0,3,others,Moderate
17406,33000,Renault,Gasoline,Manual,Used,11699,118.0,3,others,Moderate
17407,16850,SEAT,Gasoline,Manual,Used,11950,75.0,2,others,Moderate
17408,14300,Opel,Gasoline,Manual,Used,11950,90.0,2,Germany,Moderate
17409,16952,Opel,Gasoline,Manual,Used,11970,101.0,2,Germany,Moderate
17410,26835,SEAT,Gasoline,Manual,Used,11990,80.0,2,others,Moderate
17411,15308,Skoda,Gasoline,Manual,Used,11990,75.0,2,others,Moderate
17412,17985,Ford,Gasoline,Manual,Used,11990,71.0,2,others,Moderate
17413,21116,Skoda,Gasoline,Manual,Used,11990,75.0,2,others,Moderate
17414,20063,Renault,Gasoline,Manual,Used,11995,90.0,2,others,Moderate
17415,12580,Renault,Gasoline,Manual,Used,11995,90.0,2,others,Moderate
17416,15800,Renault,Gasoline,Manual,Used,11995,109.0,2,others,Moderate
17417,12500,Renault,Electric,Automatic,Demonstration,11995,72.0,2,others,Moderate
17418,24283,other,Gasoline,Manual,Used,12299,95.0,2,others,Moderate
17419,17790,Opel,Gasoline,Manual,Used,12370,90.0,2,Germany,Moderate
17420,3950,other,Gasoline,Manual,Used,12470,95.0,2,others,Moderate
17421,9295,Skoda,Gasoline,Manual,Used,12480,95.0,2,others,Moderate
17422,29950,other,Electric,Automatic,Used,12490,82.0,2,Germany,Moderate
17423,9874,Skoda,Gasoline,Manual,Used,12490,110.0,2,others,Moderate
17424,1400,other,Gasoline,Automatic,Used,12490,72.0,2,others,Moderate
17444,10,Skoda,Gasoline,Manual,Employee's car,13989,60.0,0,others,Moderate
17445,101,other,Gasoline,Manual,Pre-registered,13990,72.0,0,others,Moderate
17446,50,Ford,Gasoline,Manual,Pre-registered,13990,75.0,0,others,Moderate
17447,2500,other,Gasoline,Manual,Demonstration,13990,75.0,0,others,Moderate
17448,250,other,Gasoline,Semi-automatic,Demonstration,13990,67.0,0,others,Moderate
17449,15,Hyundai,Gasoline,Manual,Pre-registered,13990,67.0,0,others,Moderate
17450,2500,Opel,Gasoline,Manual,Employee's car,13990,75.0,0,Germany,Moderate
17451,4999,Opel,Gasoline,Manual,Employee's car,13990,75.0,0,Germany,Moderate
17452,13,Hyundai,Gasoline,Manual,Used,13990,87.0,0,others,Moderate
17453,278,Hyundai,Gasoline,Manual,Demonstration,13990,67.0,0,others,Moderate
17454,1050,Skoda,Gasoline,Manual,Demonstration,14190,60.0,0,others,Moderate
17455,10,other,Gasoline,Manual,Pre-registered,14200,69.0,0,others,Moderate
17546,92659,Skoda,Diesel,Automatic,Used,17490,150.0,4,others,Moderate
17547,73393,Ford,Diesel,Automatic,Used,17495,150.0,4,others,Moderate
17548,24800,Volkswagen,Diesel,Automatic,Used,17990,150.0,4,Germany,Moderate
17549,41400,Renault,Gasoline,Automatic,Used,17999,131.0,4,others,Moderate
17550,106520,Skoda,Diesel,Automatic,Used,18290,150.0,4,others,Moderate
17551,39950,Opel,Diesel,Manual,Used,19750,170.0,4,Germany,Moderate
17552,152880,BMW,Diesel,Automatic,Used,19990,190.0,4,Germany,Moderate
17568,28550,Opel,Gasoline,Manual,Used,10490,69.0,3,Germany,Moderate
17569,29900,other,Gasoline,Manual,Used,10888,90.0,3,others,Moderate
17570,21900,other,Gasoline,Manual,Used,11890,111.0,3,others,Moderate
17571,7444,other,Gasoline,Semi-automatic,Used,12199,71.0,3,Germany,Moderate
17572,18380,Opel,Gasoline,Manual,Used,12250,101.0,3,Germany,Moderate
17573,22510,Opel,Gasoline,Manual,Used,13690,105.0,3,Germany,Moderate
17574,43850,other,Gasoline,Manual,Used,13900,120.0,3,others,Moderate
17759,5990,other,Gasoline,Manual,Used,10990,84.0,1,others,Moderate
17760,14100,other,Gasoline,Manual,Used,12480,90.0,1,others,Moderate
17761,9367,Hyundai,Gasoline,Manual,Used,14949,120.0,1,others,Moderate
17762,6095,Volkswagen,Gasoline,Manual,Used,17450,80.0,1,Germany,Moderate
17763,15502,Hyundai,Gasoline,Manual,Used,19389,132.0,1,others,Moderate
17764,50,other,Gasoline,Manual,Pre-registered,10290,72.0,0,others,Moderate
17765,10,Renault,Gasoline,Manual,Demonstration,10490,65.0,0,others,Moderate
17766,25,other,Gasoline,Manual,Pre-registered,10490,71.0,0,others,Moderate
17767,100,other,Gasoline,Manual,Pre-registered,10590,72.0,0,others,Moderate
17768,1000,Renault,Gasoline,Manual,Demonstration,10599,65.0,0,others,Moderate
17769,10,other,Gasoline,Manual,Pre-registered,10660,72.0,0,others,Moderate
17770,2568,Renault,Gasoline,Manual,Demonstration,10668,65.0,0,others,Moderate
17771,50,Renault,Gasoline,Manual,Pre-registered,10698,65.0,0,others,Moderate
17772,7500,Hyundai,Gasoline,Manual,Used,10745,67.0,0,others,Moderate
17773,10,other,Gasoline,Manual,Pre-registered,10789,69.0,0,others,Moderate
17781,192181,Audi,Diesel,Automatic,Used,19790,245.0,8,Germany,Moderate
17782,137482,Audi,Diesel,Automatic,Used,19800,177.0,8,Germany,Moderate
17783,169963,Mercedes-Benz,Diesel,Automatic,Used,19889,170.0,8,Germany,Moderate
17784,247000,Mercedes-Benz,Diesel,Automatic,Used,19990,258.0,8,Germany,Moderate
17785,43976,BMW,Gasoline,Manual,Used,19999,184.0,8,Germany,Moderate
17786,83000,BMW,Gasoline,Automatic,Used,20000,184.0,8,Germany,Moderate
17799,137898,Mercedes-Benz,Diesel,Automatic,Used,17980,170.0,7,Germany,Moderate
17800,29939,Opel,Diesel,Manual,Used,17980,114.0,7,Germany,Moderate
17801,73000,Audi,Diesel,Automatic,Used,17985,150.0,7,Germany,Moderate
17802,110100,Volkswagen,Diesel,Automatic,Used,17990,177.0,7,Germany,Moderate
17803,28910,Volkswagen,Diesel,Automatic,Used,17990,177.0,7,Germany,Moderate
17804,63500,BMW,Diesel,Automatic,Used,18449,184.0,7,Germany,Moderate
17805,97063,Mercedes-Benz,Diesel,Manual,Used,18500,163.0,7,Germany,Moderate
17806,204015,Mercedes-Benz,Diesel,Automatic,Used,18500,163.0,7,Germany,Moderate
17807,52660,Audi,Diesel,Manual,Used,18900,177.0,7,Germany,Moderate
17808,122000,BMW,Gasoline,Automatic,Used,18975,184.0,7,Germany,Moderate
17809,6900,Volkswagen,Gasoline,Automatic,Used,18990,140.0,7,Germany,Moderate
17810,192000,other,Diesel,Automatic,Used,18999,275.0,7,others,Moderate
17811,234000,Volkswagen,Diesel,Automatic,Used,18999,245.0,7,Germany,Moderate
17812,75000,Mercedes-Benz,Gasoline,Manual,Used,18999,156.0,7,Germany,Moderate
17813,97500,BMW,Diesel,Manual,Used,19000,184.0,7,Germany,Moderate
17814,106150,Mercedes-Benz,Gasoline,Manual,Used,19450,156.0,7,Germany,Moderate
17815,74000,other,Diesel,Manual,Used,19750,128.0,7,others,Moderate
17816,217169,Mercedes-Benz,Diesel,Automatic,Used,19780,258.0,7,Germany,Moderate
17817,94000,Volkswagen,Diesel,Automatic,Used,14000,150.0,6,Germany,Moderate
17818,66300,other,Diesel,Manual,Used,14100,116.0,6,others,Moderate
17819,51411,Audi,Diesel,Automatic,Used,14260,90.0,6,Germany,Moderate
17820,57289,Renault,Diesel,Automatic,Used,14280,160.0,6,others,Moderate
17821,48700,Opel,other,Manual,Used,14290,140.0,6,Germany,Moderate
17822,100000,other,Diesel,Automatic,Used,14290,155.0,6,others,Moderate
17823,35278,Volkswagen,Gasoline,Manual,Used,14349,110.0,6,Germany,Moderate
17824,46100,other,Diesel,Manual,Used,14390,131.0,6,others,Moderate
17825,73500,other,Gasoline,Manual,Used,14400,120.0,6,others,Moderate
17826,48000,Volkswagen,Gasoline,Manual,Used,14400,122.0,6,Germany,Moderate
17827,157915,Mercedes-Benz,Gasoline,Manual,Used,14445,122.0,6,Germany,Moderate
17828,90400,Ford,Gasoline,Manual,Used,14450,160.0,6,others,Moderate
17829,70129,other,Gasoline,Automatic,Used,14490,147.0,6,others,Moderate
17830,33450,Renault,Gasoline,Manual,Used,14490,131.0,6,others,Moderate
17831,95000,Mercedes-Benz,Gasoline,Manual,Used,14500,122.0,6,Germany,Moderate
17832,92650,Volkswagen,Diesel,Manual,Used,14500,150.0,6,Germany,Moderate
17833,91300,Renault,Diesel,Manual,Used,14518,120.0,6,others,Moderate
17834,83120,Opel,Gasoline,Automatic,Used,14550,140.0,6,Germany,Moderate
17835,99151,Volkswagen,Gasoline,Automatic,Used,10995,90.0,5,Germany,Moderate
17836,156000,Volkswagen,Diesel,Manual,Used,11250,120.0,5,Germany,Moderate
17837,159546,Volkswagen,Diesel,Automatic,Used,11280,110.0,5,Germany,Moderate
17838,145644,Volkswagen,Diesel,Automatic,Used,11280,110.0,5,Germany,Moderate
17839,160039,Volkswagen,Diesel,Automatic,Used,11380,116.0,5,Germany,Moderate
17840,184552,Mercedes-Benz,Diesel,Automatic,Used,11380,136.0,5,Germany,Moderate
17841,158640,other,Diesel,Automatic,Used,11380,181.0,5,others,Moderate
17842,237768,Ford,Diesel,Automatic,Used,11380,179.0,5,others,Moderate
17843,114000,Skoda,Diesel,Automatic,Used,11390,110.0,5,others,Moderate
17844,121450,BMW,Diesel,Manual,Used,11450,116.0,5,Germany,Moderate
17845,35623,other,Gasoline,Manual,Used,11450,101.0,5,others,Moderate
17846,41200,other,Gasoline,Manual,Used,11450,125.0,5,others,Moderate
17847,167459,Ford,Diesel,Automatic,Used,11480,179.0,5,others,Moderate
17848,172808,Ford,Diesel,Automatic,Used,11480,179.0,5,others,Moderate
17849,43234,Opel,Gasoline,Semi-automatic,Used,11480,105.0,5,Germany,Moderate
17850,168193,Ford,Diesel,Automatic,Used,11480,150.0,5,others,Moderate
17851,158953,BMW,Diesel,Manual,Used,11480,150.0,5,Germany,Moderate
17852,19584,Volkswagen,Electric,Automatic,Used,11480,82.0,5,Germany,Moderate
17870,141041,Opel,Diesel,Automatic,Used,11680,136.0,3,Germany,Moderate
17871,144757,Opel,Diesel,Automatic,Used,11680,136.0,3,Germany,Moderate
17872,185965,Opel,Diesel,Automatic,Used,11680,170.0,3,Germany,Moderate
17873,126111,Volkswagen,Diesel,Manual,Used,11680,116.0,3,Germany,Moderate
17874,127305,Opel,Gasoline,Automatic,Used,11680,150.0,3,Germany,Moderate
17875,24000,SEAT,Gasoline,Automatic,Used,11680,75.0,3,others,Moderate
17876,67300,Ford,Gasoline,Manual,Used,11690,125.0,3,others,Moderate
17877,36750,Volkswagen,Gasoline,Manual,Used,11749,75.0,3,Germany,Moderate
17878,164816,Volkswagen,Diesel,Automatic,Used,11780,116.0,3,Germany,Moderate
17879,166305,Skoda,Diesel,Automatic,Used,11840,116.0,3,others,Moderate
17880,22456,other,Gasoline,Manual,Used,11890,111.0,3,others,Moderate
17881,36000,Renault,Gasoline,Manual,Used,11900,116.0,3,others,Moderate
17882,64900,other,Gasoline,Manual,Used,11900,101.0,3,others,Moderate
17883,18520,Opel,Gasoline,Manual,Used,11900,90.0,3,Germany,Moderate
17884,5000,Opel,Gasoline,Automatic,Used,11950,75.0,3,Germany,Moderate
17885,107513,Opel,Diesel,Manual,Used,11980,120.0,3,Germany,Moderate
17886,115842,Ford,Diesel,Manual,Used,11980,150.0,3,others,Moderate
17887,157241,other,Diesel,Manual,Used,11980,150.0,3,others,Moderate
17888,10000,Ford,Gasoline,Manual,Used,15990,101.0,2,others,Moderate
17889,6892,SEAT,Gasoline,Manual,Used,15990,116.0,2,others,Moderate
17890,23700,Ford,Gasoline,Manual,Used,15990,125.0,2,others,Moderate
17891,7322,Renault,Gasoline,Manual,Demonstration,15990,101.0,2,others,Moderate
17892,2000,other,Gasoline,Manual,Pre-registered,15990,120.0,2,others,Moderate
17893,18475,Opel,Gasoline,Manual,Used,16090,131.0,2,Germany,Moderate
17894,9784,Opel,Gasoline,Manual,Used,16180,110.0,2,Germany,Moderate
17895,50,other,Gasoline,Manual,Used,16190,120.0,2,others,Moderate
17896,11300,Mercedes-Benz,Diesel,Manual,Used,16249,116.0,2,Germany,Moderate
17897,13406,other,Gasoline,Manual,Used,16250,120.0,2,others,Moderate
17898,22900,Mercedes-Benz,Diesel,Manual,Used,16250,116.0,2,Germany,Moderate
17899,20538,Volkswagen,Diesel,Manual,Used,16278,75.0,2,Germany,Moderate
17900,7250,other,Gasoline,Manual,Used,16390,131.0,2,others,Moderate
17901,2525,other,Gasoline,Manual,Used,16390,90.0,2,others,Moderate
17902,11000,SEAT,other,Manual,Demonstration,16450,90.0,2,others,Moderate
17903,22114,other,Electric/Gasoline,Automatic,Used,16450,101.0,2,others,Moderate
17904,74176,Skoda,Diesel,Manual,Used,16480,116.0,2,others,Moderate
17905,164548,SEAT,Diesel,Automatic,Used,16480,150.0,2,others,Moderate
17906,20,Opel,Gasoline,Manual,Used,15990,75.0,1,Germany,Moderate
17907,12250,Opel,Gasoline,Manual,Used,15995,110.0,1,Germany,Moderate
17908,13255,Opel,Gasoline,Manual,Used,16190,101.0,1,Germany,Moderate
17909,15650,Opel,Gasoline,Manual,Used,16190,101.0,1,Germany,Moderate
17910,9200,Ford,Gasoline,Manual,Used,16250,101.0,1,others,Moderate
17911,145,other,Gasoline,Manual,Used,16280,101.0,1,others,Moderate
17912,20000,Ford,Gasoline,Manual,Employee's car,16295,95.0,1,others,Moderate
17913,12000,Volkswagen,Gasoline,Manual,Used,16350,95.0,1,Germany,Moderate
17914,10400,Ford,Gasoline,Manual,Used,16390,95.0,1,others,Moderate
17915,10,Renault,other,Manual,Used,16390,101.0,1,others,Moderate
17916,14270,Opel,Gasoline,Manual,Used,16390,101.0,1,Germany,Moderate
17917,50,other,Gasoline,Manual,Pre-registered,16390,120.0,1,others,Moderate
17918,2600,other,Diesel,Manual,Demonstration,16400,105.0,1,others,Moderate
17919,22972,Opel,Gasoline,Manual,Used,16445,145.0,1,Germany,Moderate
17920,7900,Skoda,Gasoline,Manual,Demonstration,16449,116.0,1,others,Moderate
17921,50,other,Gasoline,Manual,Used,16450,131.0,1,others,Moderate
17922,20,Hyundai,Gasoline,Manual,Pre-registered,16450,110.0,1,others,Moderate
17923,20,other,Diesel,Manual,Pre-registered,19990,116.0,0,others,Moderate
17924,662,other,Gasoline,Manual,Used,19990,116.0,0,others,Moderate
17925,10,Ford,Electric/Gasoline,Manual,Used,19990,125.0,0,others,Moderate
17926,500,Opel,Gasoline,Manual,Used,19990,101.0,0,Germany,Moderate
17927,50,Ford,Gasoline,Manual,Used,19990,125.0,0,others,Moderate
17928,20,Renault,Electric,Automatic,Pre-registered,19990,136.0,0,others,Moderate
18094,18206,other,Gasoline,Manual,Used,10099,71.0,2,Germany,Moderate
18095,19000,other,Gasoline,Automatic,Used,10180,71.0,2,Germany,Moderate
18096,15359,other,Gasoline,Manual,Used,10200,71.0,2,Germany,Moderate
18097,18000,other,Gasoline,Automatic,Used,10280,71.0,2,Germany,Moderate
18098,19000,other,Gasoline,Manual,Used,10280,72.0,2,others,Moderate
18099,24323,other,Gasoline,Manual,Used,10290,71.0,2,Germany,Moderate
18100,16399,other,Gasoline,Manual,Used,10290,72.0,2,others,Moderate
18101,14000,other,Gasoline,Automatic,Used,10380,71.0,2,Germany,Moderate
18102,15000,other,Gasoline,Automatic,Used,10380,71.0,2,Germany,Moderate
18103,880,Opel,Gasoline,Manual,Used,10380,73.0,2,Germany,Moderate
18104,38700,Hyundai,Gasoline,Manual,Used,10390,75.0,2,others,Moderate
18105,44950,Skoda,Gasoline,Manual,Used,10390,75.0,2,others,Moderate
18106,4249,other,Gasoline,Manual,Used,10390,71.0,2,Germany,Moderate
18107,29499,other,Gasoline,Manual,Used,10390,82.0,2,others,Moderate
18126,20,other,Gasoline,Manual,Pre-registered,13690,69.0,0,others,Moderate
18127,10,other,Gasoline,Manual,Demonstration,13690,72.0,0,others,Moderate
18128,99,other,Gasoline,Manual,Used,13699,69.0,0,others,Moderate
18129,190,Renault,Gasoline,Manual,Demonstration,13890,67.0,0,others,Moderate
18130,20,other,Gasoline,Manual,Pre-registered,13890,69.0,0,others,Moderate
18131,5000,Opel,Gasoline,Manual,Used,13950,75.0,0,Germany,Moderate
18132,10,Hyundai,Gasoline,Manual,Pre-registered,13960,67.0,0,others,Moderate
18133,190,other,Gasoline,Manual,Pre-registered,13970,84.0,0,others,Moderate
18134,15,Skoda,Gasoline,Manual,Demonstration,13980,60.0,0,others,Moderate
18135,10,Hyundai,Gasoline,Manual,Demonstration,13990,67.0,0,others,Moderate
18136,10,other,Gasoline,Automatic,Pre-registered,13990,69.0,0,others,Moderate
18137,10,Ford,Gasoline,Manual,Used,13990,95.0,0,others,Moderate
18138,10,other,Gasoline,Manual,Pre-registered,13990,69.0,0,others,Moderate
18159,134000,other,Gasoline,Manual,Used,10999,165.0,9,others,Moderate
18160,95000,Audi,Diesel,Automatic,Used,11200,143.0,9,Germany,Moderate
18161,95000,Opel,Gasoline,Automatic,Used,11250,140.0,9,Germany,Moderate
18162,204000,BMW,Diesel,Automatic,Used,11350,184.0,9,Germany,Moderate
18163,89670,Mercedes-Benz,Gasoline,Manual,Used,11390,122.0,9,Germany,Moderate
18164,100000,Volkswagen,Diesel,Manual,Used,11490,170.0,9,Germany,Moderate
